"","lag_fechamento_ABEV3","lag_abertura_ABEV3","lag_volume_ABEV3","lag_retorno_ABEV3","lag_value_ABEV3","lag_diff","lag_fechamento_B3SA3","lag_abertura_B3SA3","lag_volume_B3SA3","lag_retorno_B3SA3","lag_value_B3SA3","lag_diff.1","lag_fechamento_BBDC4","lag_abertura_BBDC4","lag_volume_BBDC4","lag_retorno_BBDC4","lag_value_BBDC4","lag_diff.2","lag_fechamento_BBAS3","lag_abertura_BBAS3","lag_volume_BBAS3","lag_retorno_BBAS3","lag_value_BBAS3","lag_diff.3","lag_fechamento_ITSA4","lag_abertura_ITSA4","lag_volume_ITSA4","lag_retorno_ITSA4","lag_value_ITSA4","lag_diff.4","lag_fechamento_ITUB4","lag_abertura_ITUB4","lag_volume_ITUB4","lag_retorno_ITUB4","lag_value_ITUB4","lag_diff.5","lag_fechamento_PETR3","lag_abertura_PETR3","lag_volume_PETR3","lag_retorno_PETR3","lag_value_PETR3","lag_diff.6","lag_fechamento_PETR4","lag_abertura_PETR4","lag_volume_PETR4","lag_retorno_PETR4","lag_value_PETR4","lag_diff.7","lag_fechamento_VALE3","lag_abertura_VALE3","lag_volume_VALE3","lag_retorno_VALE3","lag_value_VALE3","lag_diff.8","lag_fechamento_IBOV","lag_abertura_IBOV","lag_volume_IBOV","lag_retorno_IBOV","lag_value_IBOV","lag_diff.9","y","xgb_abev3_pred","knn_b3sa3_pred","knn_bbas3_pred","bag_bbdc4_pred","ada_itsa4_pred","knn_itub4_pred","logit_petr3_pred","svmRad_petr4_pred","svmRad_vale3_pred"
"1",13.02269316,13.19703937,10.4499312539039,-0.01146250302,58,-0.174346210000001,11.42632219,11.3456929,11.9832915285287,0.01728563627,0,0.080629290000001,16.98996117,16.68656901,12.2120050141833,0.02146584637,29,0.303392160000001,22.99433334,23.06090089,12.3639776974458,-0.004538897812,0,-0.0665675499999985,6.210154762,6.058555518,12.0683209312919,0.02919269665,81,0.151599244,16.97643268,16.58706496,12.7360860017009,0.02467111049,0,0.389367719999999,33.88497513,32.74230944,12.1896434219043,0.04295791259,38,1.14266569,29.02488379,28.27368198,13.5650690343055,0.04005997641,38,0.751201810000001,47.82084657,46.06338568,12.8359205367875,0.0435371316,84,1.75746089,11.4181900597114,11.3937821495151,16.0202812582285,0.02451165907,36,0.0244079101962242,"1","1","0","0","1","1","1","0","0","1"
"2",12.72000878,12.98394956,9.67495450393748,-0.02351721585,45,-0.263940779999999,11.63365465,11.3456929,12.1399542103187,0.01798250254,0,0.287961750000001,17.01704976,16.89785998,12.1319846731765,0.001593118124,0,0.119189779999999,22.88021754,22.77561139,12.1698338819427,-0.004975134631,29,0.104606149999999,6.22098328,6.188497727,11.8923066597445,0.00174216071,79,0.0324855529999999,16.99590106,16.83528688,12.7269327550241,0.001146131925,42,0.16061418,34.09657989,33.57462148,12.0368785453937,0.006225378085,0,0.521958410000003,29.23211188,28.72699342,13.3715987570718,0.007114303017,28,0.505118460000002,48.1454731,47.2275636,12.0088831060297,0.006765452157,77,0.917909499999993,11.419876002797,11.4181731859203,15.8337808362589,0.001685943009,36,0.00170281687668172,"0","1","0","0","0","0","1","0","0","0"
"3",12.46817536,12.55534847,9.73996812270477,-0.01999682092,55,-0.0871731100000002,11.50695148,11.52998842,11.9888552498173,-0.01095083115,0,-0.0230369400000008,16.90869541,16.79492335,12.5217443285209,-0.006387757315,0,0.113772059999999,22.64247629,22.71855349,12.1695901799528,-0.01044505008,29,-0.0760772000000003,6.193911986,6.17766921,11.8186659974836,-0.004361105902,87,0.0162427759999995,16.86935655,16.81581849,12.7815645947664,-0.007473446646,0,0.0535380599999975,33.88497513,33.997831,12.5833474479115,-0.006225378085,0,-0.112855869999997,28.89536624,28.99898028,13.4133883561136,-0.01158658236,33,-0.10361404,46.85816099,47.58577218,12.1560627377759,-0.02710192978,75,-0.727611189999998,11.4060007907651,11.4196906880467,15.8923400662531,-0.013875212,72,-0.0136898972815818,"1","1","1","0","1","1","1","0","0","0"
"4",12.43669619,12.46575389,8.87024156729927,-0.002527954718,49,-0.029057700000001,11.67972853,11.52998842,11.8418838287338,0.01490340548,0,0.14974011,17.11998639,17.00621432,12.5487399388143,0.01241856436,30,0.11377207,22.0718973,22.72806314,12.5605356449223,-0.02552244021,30,-0.65616584,6.226397539,6.215569021,11.4914157814823,0.005231049422,88,0.0108285179999994,16.99590106,16.93749591,12.4877001761785,0.007473446646,0,0.0584051500000022,33.85676116,33.997831,11.754568834509,-0.0008329862852,0,-0.14106984,28.92126975,29.10259433,13.07929093586,0.0008960573818,24,-0.181324579999998,46.45517633,47.3506978,11.9092892816892,-0.008637289779,69,-0.895521469999998,11.4069227173478,11.4063081940373,15.6570227438325,0.0009219265494,37,0.000614523310492388,"1","1","1","0","1","1","1","0","0","0"
"5",12.41248144,12.43669619,8.6195692580331,-0.001948938434,42,-0.0242147499999987,11.86402405,11.691247,11.8978204513337,0.01565589705,0,0.172777049999999,17.16332812,17.21208758,12.3842732227398,0.002528446314,28,-0.0487594599999994,22.25258065,22.32865785,12.226188949115,0.008152802071,41,-0.0760772000000003,6.269711608,6.242640315,11.9074239926852,0.00693243677,83,0.0270712929999997,17.10297719,17.05917332,12.5338068162081,0.006280351815,0,0.0438038700000014,34.53389638,33.85676116,11.8761369987811,0.01980262729,70,0.677135220000004,29.30982241,29.06373906,13.1313568149375,0.01334539382,27,0.246083349999999,46.39920623,46.79099688,11.735628919456,-0.001205545656,70,-0.391790650000004,11.4151143302236,11.4069397820472,15.6579010356503,0.008191612909,34,0.0081745481764397,"1","1","1","1","1","1","1","0","0","0"
"6",12.34952308,12.45848946,9.63390731544833,-0.005085088214,55,-0.108966379999998,12.10591192,11.97920875,12.4720074510993,0.02018328965,0,0.126703170000001,17.20125214,17.25542932,12.6023119935537,0.002207158423,0,-0.0541771799999999,22.71855349,22.51885085,12.1657088793406,0.02072393899,27,0.199702640000002,6.367168265,6.329268454,11.9722851478672,0.01542447032,80,0.0378998109999999,17.32686363,17.26359137,12.8620967114381,0.01300555509,39,0.063272259999998,35.01353383,34.98531987,12.1829984725596,0.01379332214,0,0.0282139600000022,29.65951981,29.71132683,13.5168160708479,0.01186045091,35,-0.0518070200000018,46.34323614,47.32830976,12.2167009643194,-0.001207000751,67,-0.985073620000001,11.4272772901799,11.4152328025969,15.9774030206275,0.01216296001,0,0.0120444875830614,"1","1","1","1","1","0","0","0","0","0"
"7",12.34952308,12.34952308,9.54695545553714,0,57,0,11.99072722,12.08287498,12.6533960110527,-0.009560302219,0,-0.0921477599999996,17.21208758,17.11456867,12.3372631754722,0.0006297229183,27,0.097518909999998,23.06090089,22.70904384,12.4651275940933,0.01495665606,81,0.35185705,6.361754007,6.334682713,11.4513904288524,-0.0008507018757,72,0.0270712939999997,17.35119911,17.21005331,12.5345019097046,0.001403509024,39,0.1411458,35.05585479,34.9571059,11.9399498265377,0.001207972753,0,0.098748889999996,29.67247156,29.64656805,13.4526637500529,0.0004365858926,26,0.0259035100000027,46.69025071,46.34323614,12.1737663724448,0.007460027374,64,0.347014569999999,11.429899048921,11.4271602362697,15.8439527094309,0.002621758752,0,0.00273881265123066,"0","1","1","1","1","1","0","0","0","0"
"8",12.40521701,12.35194456,9.97492410247398,0.004499665257,54,0.0532724499999997,11.76035782,12.08287498,12.3284495576042,-0.01939925045,0,-0.32251716,17.21750529,17.33127736,12.4835187588409,0.0003147128149,28,-0.113772070000003,23.26060353,23.11795879,12.4445421521135,0.008622512882,27,0.142644740000001,6.350925489,6.383411042,11.1577066032862,-0.001703577931,69,-0.0324855529999999,17.39013588,17.37553459,12.4442072671433,0.002241525164,0,0.0146012899999981,35.49317128,35.26745954,12.7974113278758,0.01239767931,0,0.225711740000001,29.8926514,29.7760856,13.8183953928239,0.007392945163,36,0.1165658,46.22010194,47.19398154,12.786820708601,-0.01012056832,66,-0.973879600000004,11.4291983599412,11.4299490793519,15.9552200696325,-0.000700689045,34,-0.000750719410667955,"0","1","0","1","0","0","1","0","0","0"
"9",12.42216734,12.36889488,9.15514473650823,0.001365454161,52,0.0532724600000005,11.64517312,11.73732088,12.3081417504336,-0.009842599185,0,-0.0921477599999996,16.90869541,17.23917616,12.7797181268773,-0.01809860483,29,-0.33048075,23.48883513,23.20354564,12.601315685868,0.009764113357,29,0.285289489999997,6.307611419,6.350925489,12.3658929369776,-0.006843482649,73,-0.0433140700000001,17.27819266,17.37553459,13.1467593606387,-0.00645797555,42,-0.0973419300000025,35.78941794,35.4790643,12.742814523176,0.008311941774,37,0.310353640000002,29.85379614,29.72427858,13.7706261563641,-0.001300672193,38,0.12951756,45.27980439,46.20890792,13.2005791865453,-0.0205536964,67,-0.929103529999999,11.4161969842024,11.4291482919364,16.0344095391412,-0.01300137575,36,-0.0129513077340224,"1","1","1","0","1","1","1","0","0","0"
"10",12.56987732,12.45122504,9.44801779306743,0.01182069767,65,0.118652279999999,11.64517312,11.65669159,11.916608986996,0,0,-0.0115184699999986,17.03872063,16.95745487,12.2411887926195,0.007660426861,27,0.0812657600000009,23.48883513,23.42226758,11.9985132775521,0,53,0.0665675499999985,6.318439937,6.345511231,11.3939729957929,0.001715266293,76,-0.0270712939999997,17.39500298,17.34146492,12.3336871930998,0.006737813216,0,0.0535380600000011,36.63583697,35.78941794,11.6650025678506,0.02337465206,69,0.84641903,30.63090146,29.85379614,13.8931658025299,0.02569734551,56,0.77710532,45.57084887,45.14547617,12.3148373603216,0.006407119028,70,0.425372699999997,11.4297989805494,11.4161969842024,15.5889011815398,0.01360199641,33,0.0136019963469405,"1","1","1","0","0","1","1","0","0","0"
"11",12.65220747,12.59167059,10.1940654280999,0.006528441015,50,0.0605368800000008,11.65669159,11.8064317,11.5895901659056,0.0009886308311,0,-0.14974011,17.01163204,17.14707497,12.4389486821888,-0.001591090229,26,-0.13544293,23.66000883,23.49834478,12.1831673098085,0.007261024224,25,0.161664049999999,6.329268454,6.383411042,11.7812870938566,0.001712329176,66,-0.0541425879999995,17.49721201,17.52154749,12.9513354073072,0.005858574435,0,-0.0243354800000013,36.36780428,36.9602976,13.014245731019,-0.007343028177,66,-0.592493319999996,30.82517779,31.04535763,13.801878056233,0.00632246572,29,-0.22017984,47.8992047,46.93651912,12.9331211277658,0.0498306679,66,0.962685579999999,11.4412252124396,11.4298823715544,16.0017265402388,0.01142623189,31,0.0113428408851828,"1","1","0","1","1","1","1","1","0","1"
"12",12.7853886,12.65220747,10.2489549256266,0.01047129992,54,0.133181129999999,11.97920875,11.71428394,12.3282858534659,0.02729214232,0,0.26492481,17.36378366,17.0603915,12.4596096021642,0.02048929047,0,0.303392159999998,24.48734836,23.63147988,12.8486867689648,0.03437035924,53,0.855868479999998,6.497110475,6.334682713,12.3079430779265,0.0261728743,66,0.162427762,17.88171263,17.51668039,13.0735470128917,0.02173699565,38,0.365032239999998,37.29886521,36.46655317,12.6690673948612,0.02527901747,0,0.832312040000005,31.56342785,30.8510813,13.7737151731867,0.02366728698,39,0.712346549999999,48.24621927,47.86562264,12.859267245187,0.007218566678,68,0.380596629999999,11.4588284520451,11.4411922330875,16.1102116537665,0.01760323962,33,0.0176362189575858,"1","1","0","0","1","1","1","0","0","0"
"13",12.72485173,12.7853886,9.98068004836603,-0.004746093401,45,-0.06053687,11.9216164,11.95617181,11.9907422419292,-0.004819286456,0,-0.0345554100000012,17.41796083,17.32044192,12.8328930402933,0.003115267311,27,0.097518909999998,24.53489661,24.29715537,12.9558104398732,0.001939864848,26,0.237741240000002,6.524181769,6.497110475,12.003356526281,0.004158010157,66,0.0270712939999997,17.98392166,17.83790876,13.2468280411844,0.005699567606,38,0.146012899999999,37.22833029,37.52457695,12.4575353961441,-0.001892864466,0,-0.296246659999994,31.35619976,31.60228311,13.6584005035044,-0.006587096688,22,-0.246083349999999,48.11189105,48.66039795,12.636552265633,-0.002788105881,65,-0.5485069,11.4621281445146,11.4588932567592,16.1237063813314,0.003299692438,0,0.00323488775542735,"1","1","1","1","1","0","1","0","0","0"
"14",12.76117385,12.83381811,9.54036328491749,0.002850358169,41,-0.0726442599999988,11.97920875,11.88706099,11.7166252046062,0.004819286456,0,0.0921477599999996,17.48839116,17.36378366,12.3781207776151,0.004035392733,29,0.1246075,24.82018611,24.40176152,12.6474420762066,0.01156082238,29,0.418424590000001,6.51876751,6.513353251,11.9184905680787,-0.0008302200669,73,0.00541425900000014,18.05692811,17.91091521,13.2439418678676,0.004051322227,0,0.146012900000002,37.17190236,37.05904649,12.090145386854,-0.001516875521,0,0.112855869999997,31.36915152,31.21373045,13.3284502877485,0.0004129671631,32,0.155421069999999,48.04472694,48.12308507,12.1602799843565,-0.001396973465,70,-0.0783581300000051,11.4683420443147,11.4622250296491,15.8622544350744,0.0062138998,0,0.00611701466555559,"1","1","1","0","0","0","0","0","0","0"
"15",12.58924912,12.76117385,9.83974871156912,-0.01356406314,61,-0.171924730000001,12.00224569,11.95617181,11.9351428009994,0.001921230186,0,0.0460738799999998,17.44504942,17.4396317,12.2208775106748,-0.00248139087,0,0.00541772000000051,24.82018611,24.71557996,12.4462542218331,0,0,0.104606150000002,6.437553629,6.51876751,12.1241573523289,-0.01253672917,78,-0.081213881,17.71623135,18.03259262,13.0441488309586,-0.01904819499,38,-0.316361269999998,38.51206582,36.9602976,12.9811545888519,0.03541842719,68,1.55176822,32.54776125,31.2007787,14.148572701106,0.03688361343,47,1.34698255,47.69771237,47.95517479,12.608382781945,-0.007248950248,75,-0.257462420000003,11.469528911929,11.4683259959141,15.9501513246931,0.001186867614,0,0.00120291601497868,"1","1","0","1","1","0","1","0","0","0"
"16",12.7563309,12.44638209,8.44762872803033,0.01318448449,56,0.30994881,11.99072722,11.89857946,11.6259416014389,-0.0009601537023,0,0.0921477599999996,17.55882148,17.33127736,12.5798785136878,0.006500564636,27,0.227544119999997,24.72508961,24.61097381,12.3855944533488,-0.003838776287,27,0.1141158,6.334682713,6.399653818,11.7828991656411,-0.01610886889,76,-0.0649711049999997,17.39500298,17.60428813,12.969345056217,-0.01829826493,0,-0.209285149999999,39.11866613,38.51206582,12.8052827032116,0.01562815746,34,0.606600310000005,32.89745865,32.44414721,14.1909795815703,0.01068682247,78,0.45331144,48.1454731,47.70890639,12.8774853339441,0.009343679291,73,0.436566709999994,11.4711305523186,11.469528911929,16.0444017469127,0.001601640421,33,0.00160164038954669,"1","1","1","1","1","1","1","0","0","0"
"17",12.71274435,12.71516582,9.39374467572138,-0.003422707273,48,-0.00242146999999981,12.31324438,12.09439345,12.5075318756001,0.02654184244,0,0.21885093,17.721353,17.74844158,12.6330284977469,0.009213824379,27,-0.0270885800000009,25.2766493,24.97234051,12.7470122571994,0.02206251525,27,0.30430879,6.3888253,6.437553629,12.1601124731538,0.008510689654,65,-0.0487283290000002,17.66756038,17.62375652,12.8989872990578,0.01554723158,0,0.0438038600000006,38.356889,39.37259183,12.703393488865,-0.01966560101,0,-1.01570283,32.27577439,33.32486658,13.9902820177045,-0.01907848011,39,-1.04909219,47.8992047,48.58203982,12.7975358769047,-0.005128216375,73,-0.68283512,11.4785764369851,11.4711305523186,16.2339689531229,0.007445884573,100,0.00744588466647755,"0","1","1","1","1","0","1","1","1","0"
"18",12.53113372,12.71274435,9.49077121771377,-0.01438873741,57,-0.18161063,12.54361378,12.32476285,11.7691400898753,0.0185362119,0,0.218850929999999,17.85679593,17.721353,12.6366205340058,0.007613863477,28,0.13544293,25.72360285,25.49537125,12.7556958160041,0.01752795201,56,0.228231599999997,6.313025678,6.3888253,12.4107670531759,-0.01193535055,66,-0.0757996219999999,17.57508555,17.66269329,13.5334712020676,-0.005247905983,0,-0.0876077399999993,37.89135853,38.38510297,12.153504855107,-0.01221106755,36,-0.49374444,31.95198051,32.48300248,13.4156626438407,-0.01008276337,36,-0.531021970000005,48.17905516,48.29099534,12.0899376261487,0.005825485429,86,-0.111940180000005,11.4777977754119,11.478592321724,15.953360266939,-0.0007786615318,0,-0.000794546312153699,"0","1","0","0","0","0","1","1","0","1"
"19",12.54081962,12.34952308,8.73985662749357,0.0007726482539,57,0.19129654,12.64728001,12.41691061,12.194500950977,0.008230499091,0,0.230369399999999,17.5642392,17.59132778,12.8371023718036,-0.01651918871,27,-0.0270885800000009,26.02791164,25.43831335,12.9942799746392,0.01176051775,26,0.589598289999998,6.248054573,6.253468832,12.1669107306482,-0.01034491983,86,-0.00541425900000014,17.27819266,17.39500298,13.179996234234,-0.01703713881,0,-0.116810320000003,37.80671663,37.45404203,12.0301287084169,-0.002236303554,34,0.3526746,31.82246295,31.64113838,13.3574165270718,-0.004061744016,56,0.181324569999997,48.68278599,47.69771237,12.5280329487052,0.01040111076,100,0.985073620000001,11.4756652730267,11.4777500825579,15.9598081094393,-0.002132502364,44,-0.00208480953123846,"0","1","0","0","0","0","1","0","0","1"
"20",12.52154991,12.47098211,9.73761004815811,-0.001537740777,51,0.0505677999999996,12.58830397,12.58830397,12.6209136621168,-0.004674046571,0,0,16.9168974,17.1808872,13.1586605905236,-0.03755200234,0,-0.263989800000001,25.71274655,25.91133709,12.9693031028691,-0.01218264332,27,-0.198590540000001,6.159419235,6.245564958,12.5219485113527,-0.01428765405,90,-0.0861457230000005,16.99805388,17.22553353,13.1842070206181,-0.01634630667,0,-0.227479649999999,37.75049068,38.01703075,12.4370057791192,-0.001488301709,34,-0.266540070000005,31.64524954,31.87708287,13.8690863953674,-0.005584378941,31,-0.231833330000001,49.75861394,48.91260619,13.0273491538006,0.02185809607,100,0.846007749999998,11.4748805727085,11.470112755917,16.3413523158749,-0.000784700287,0,0.00476781679155103,"1","1","0","1","0","1","1","0","0","1"
"21",12.69010923,12.41800632,9.11118280044296,0.01337173699,68,0.272102909999999,13.21829188,12.6913929,12.6395516738435,0.04883349269,0,0.52689898,16.87918458,17.0084857,13.3558437195399,-0.002231787973,0,-0.129301120000001,25.98699062,25.92079378,13.0373543579944,0.01060920868,27,0.0661968399999999,6.277869604,6.202492096,12.3116391399729,0.01904819496,88,0.0753775079999999,17.28467938,17.0910135,13.6604017526146,0.01672166408,0,0.193665880000001,38.15731499,38.0450876,12.4347448854413,0.01071900856,70,0.112227390000001,32.13467545,31.81268472,13.7378559963984,0.01534763567,53,0.321990730000003,50.76046523,50.09256437,12.9881208748582,0.01993421491,92,0.667900860000003,11.4983070861236,11.4750866651507,16.4246455021068,0.02342651338,34,0.0232204209728479,"1","1","1","1","1","1","1","0","0","0"
"22",12.71418914,12.76234894,10.2197570818398,0.001895735113,61,-0.0481598000000005,13.37865244,13.17247458,12.3417698161635,0.01205871631,0,0.20617786,16.92014831,16.82312293,12.702282984445,0.002423938673,0,0.0970253799999981,25.91133709,25.81677016,12.7064296641621,-0.002915453963,28,0.0945669299999992,6.299406035,6.245564958,12.2714811006654,0.003424660883,85,0.0538410769999995,17.28467938,17.18784644,12.6122541636221,0,0,0.0968329399999988,37.59617801,38.11522972,12.7285768089062,-0.01481508578,36,-0.519051709999999,31.59373102,32.04451805,13.8207289186057,-0.01697696391,14,-0.450787030000001,50.72707019,50.47104152,12.3617293336146,-0.0006581112462,76,0.256028669999999,11.4987096876176,11.4983225737628,16.2392955092887,0.0004026014332,35,0.000387113854875665,"1","1","0","0","1","1","1","1","0","0"
